"distribution_center_id","name","latitude","longitude","product_id","cost","category","product_name","retail_price","sku","distribution_center_id","order_item_id","order_id","user_id","product_id","created_at","shipped_at","delivered_at","returned_at","sale_price","order_item_id","order_id","user_id","product_id","created_at","shipped_at","delivered_at","returned_at","sale_price","order_id","user_id","status","gender","created_at","shipped_at","delivered_at","returned_at"
"DC005","New Orleans LA","29.95","-90.0667","P008","48.86699984","Accessories","Nike Benassi","40","6512B","DC005","OI163292","O112543","U90030","P008","2022-03-24","","","","16.9899998","","","","","","","","","","O112543","U90030","Processing","F","2022-03-24","","",""
"DC002","Chicago IL","41.8369","-87.6847","P003","27.91799985","Sneakers","Nike Tanjun","65","45C48","DC002","OI16455","O11345","U9052","P003","2020-08-10","2020-08-10","","","17.9899998","","","","","","","","","","O11345","U9052","Shipped","F","2020-08-10","2020-08-10","",""
"DC002","Chicago IL","41.8369","-87.6847","P003","27.91799985","Sneakers","Nike Tanjun","65","45C48","DC002","OI35292","O24282","U19342","P003","2023-03-20","2023-03-21","","","17.9899998","","","","","","","","","","O24282","U19342","Shipped","F","2023-03-20","2023-03-21","",""
"DC005","New Orleans LA","29.95","-90.0667","P007","20.93499997","Accessories","Nike Sportswear","40","8F14E","DC005","OI37212","O25566","U20338","P007","2023-07-01","2023-06-27","","","17.9899998","","","","","","","","","","O25566","U20338","Shipped","F","2023-07-01","2023-06-27","",""
"DC005","New Orleans LA","29.95","-90.0667","P007","20.93499997","Accessories","Nike Sportswear","40","8F14E","DC005","OI59433","O40847","U32527","P007","2021-04-12","2021-04-10","","","17.9899998","","","","","","","","","","O40847","U32527","Shipped","F","2021-04-12","2021-04-10","",""
"DC005","New Orleans LA","29.95","-90.0667","P007","20.93499997","Accessories","Nike Sportswear","40","8F14E","DC005","OI101539","O70002","U56064","P007","2020-08-14","2020-08-10","","","17.9899998","","","","","","","","","","O70002","U56064","Shipped","F","2020-08-14","2020-08-10","",""
"DC002","Chicago IL","41.8369","-87.6847","P003","27.91799985","Sneakers","Nike Tanjun","65","45C48","DC002","OI101577","O70030","U56086","P003","2023-05-28","2023-05-28","","","17.9899998","","","","","","","","","","O70030","U56086","Shipped","F","2023-05-28","2023-05-28","",""
"DC002","Chicago IL","41.8369","-87.6847","P003","27.91799985","Sneakers","Nike Tanjun","65","45C48","DC002","OI136634","O94236","U75435","P003","2022-09-07","2022-09-08","","","17.9899998","","","","","","","","","","O94236","U75435","Shipped","F","2022-09-07","2022-09-08","",""
"DC002","Chicago IL","41.8369","-87.6847","P003","27.91799985","Sneakers","Nike Tanjun","65","45C48","DC002","OI163672","O112784","U90230","P003","2022-03-05","2022-03-05","","","17.9899998","","","","","","","","","","O112784","U90230","Shipped","F","2022-03-05","2022-03-05","",""
"DC005","New Orleans LA","29.95","-90.0667","P007","20.93499997","Accessories","Nike Sportswear","40","8F14E","DC005","OI167139","O115140","U92104","P007","2022-12-12","2022-12-11","","","17.9899998","","","","","","","","","","O115140","U92104","Shipped","F","2022-12-10","2022-12-11","",""
"DC002","Chicago IL","41.8369","-87.6847","P003","27.91799985","Sneakers","Nike Tanjun","65","45C48","DC002","OI17037","O11733","U9350","P003","2021-05-07","2021-05-04","2021-05-08","","17.9899998","","","","","","","","","","O11733","U9350","Complete","F","2021-05-08","2021-05-04","2021-05-08",""
"DC005","New Orleans LA","29.95","-90.0667","P007","20.93499997","Accessories","Nike Sportswear","40","8F14E","DC005","OI33763","O23210","U18508","P007","2023-06-16","2023-06-17","2023-06-19","","17.9899998","","","","","","","","","","O23210","U18508","Complete","F","2023-06-16","2023-06-17","2023-06-19",""
"DC002","Chicago IL","41.8369","-87.6847","P003","27.91799985","Sneakers","Nike Tanjun","65","45C48","DC002","OI93442","O64453","U51593","P003","2021-08-19","2021-08-20","2021-08-23","","17.9899998","","","","","","","","","","O64453","U51593","Complete","F","2021-08-19","2021-08-20","2021-08-23",""
"DC005","New Orleans LA","29.95","-90.0667","P007","20.93499997","Accessories","Nike Sportswear","40","8F14E","DC005","OI50198","O34512","U27462","P007","2023-06-24","2023-06-22","2023-06-25","2023-06-26","17.9899998","","","","","","","","","","O34512","U27462","Returned","F","2023-06-24","2023-06-22","2023-06-25","2023-06-25"
"DC002","Chicago IL","41.8369","-87.6847","P003","27.91799985","Sneakers","Nike Tanjun","65","45C48","DC002","OI105622","O72891","U58370","P003","2021-06-04","2021-06-02","2021-06-04","2021-06-06","17.9899998","","","","","","","","","","O72891","U58370","Returned","F","2021-06-04","2021-06-02","2021-06-04","2021-06-04"
"DC005","New Orleans LA","29.95","-90.0667","P007","20.93499997","Accessories","Nike Sportswear","40","8F14E","DC005","OI150808","O103924","U83189","P007","2021-10-12","2021-10-13","2021-10-15","2021-10-17","17.9899998","","","","","","","","","","O103924","U83189","Returned","F","2021-10-15","2021-10-13","2021-10-15","2021-10-15"
"DC005","New Orleans LA","29.95","-90.0667","P007","20.93499997","Accessories","Nike Sportswear","40","8F14E","DC005","OI161511","O111311","U89053","P007","2023-04-12","2023-04-13","2023-04-14","2023-04-15","17.9899998","","","","","","","","","","O111311","U89053","Returned","F","2023-04-12","2023-04-13","2023-04-14","2023-04-14"
"DC005","New Orleans LA","29.95","-90.0667","P007","20.93499997","Accessories","Nike Sportswear","40","8F14E","DC005","OI108245","O74657","U59762","P007","2019-09-20","","","","17.9899998","","","","","","","","","","O74657","U59762","Processing","F","2019-09-20","","",""
"DC002","Chicago IL","41.8369","-87.6847","P003","27.91799985","Sneakers","Nike Tanjun","65","45C48","DC002","OI109460","O75509","U60447","P003","2022-05-10","","","","17.9899998","","","","","","","","","","O75509","U60447","Processing","F","2022-05-10","","",""
"DC005","New Orleans LA","29.95","-90.0667","P007","20.93499997","Accessories","Nike Sportswear","40","8F14E","DC005","OI165967","O114343","U91457","P007","2022-08-05","","","","17.9899998","","","","","","","","","","O114343","U91457","Processing","F","2022-08-05","","",""
"DC006","Mobile AL","30.6944","-88.0431","P009","8.935999662","Accessories","Nike Gym Sack","30","16790","DC006","OI126393","O87182","U69801","P009","2023-06-18","2023-06-19","","","18.9899998","","","","","","","","","","O87182","U69801","Shipped","F","2023-06-18","2023-06-19","",""
"DC006","Mobile AL","30.6944","-88.0431","P009","8.935999662","Accessories","Nike Gym Sack","30","16790","DC006","OI11627","O8002","U6428","P009","2022-12-27","2022-12-28","2023-01-01","","18.9899998","","","","","","","","","","O8002","U6428","Complete","F","2022-12-27","2022-12-28","2023-01-01",""
"DC006","Mobile AL","30.6944","-88.0431","P009","8.935999662","Accessories","Nike Gym Sack","30","16790","DC006","OI22527","O15494","U12424","P009","2022-05-11","2022-05-08","2022-05-12","","18.9899998","","","","","","","","","","O15494","U12424","Complete","F","2022-05-11","2022-05-08","2022-05-12",""
"DC006","Mobile AL","30.6944","-88.0431","P009","8.935999662","Accessories","Nike Gym Sack","30","16790","DC006","OI151506","O104394","U83559","P009","2021-03-11","","","","18.9899998","","","","","","","","","","O104394","U83559","Cancelled","F","2021-03-11","","",""
"DC006","Mobile AL","30.6944","-88.0431","P009","8.935999662","Accessories","Nike Gym Sack","30","16790","DC006","OI33753","O23204","U18502","P009","2021-07-26","","","","18.9899998","","","","","","","","","","O23204","U18502","Processing","F","2021-07-25","","",""
"DC006","Mobile AL","30.6944","-88.0431","P009","8.935999662","Accessories","Nike Gym Sack","30","16790","DC006","OI46762","O32159","U25576","P009","2023-06-18","","","","18.9899998","","","","","","","","","","O32159","U25576","Processing","F","2023-06-18","","",""
"DC006","Mobile AL","30.6944","-88.0431","P009","8.935999662","Accessories","Nike Gym Sack","30","16790","DC006","OI110672","O76338","U61103","P009","2022-09-24","","","","18.9899998","","","","","","","","","","O76338","U61103","Processing","F","2022-09-24","","",""
"DC005","New Orleans LA","29.95","-90.0667","P008","48.86699984","Accessories","Nike Benassi","40","6512B","DC005","OI1284","O868","U691","P008","2023-04-01","2023-04-02","","","19.9899998","","","","","","","","","","O868","U691","Shipped","F","2023-04-01","2023-04-02","",""
"DC003","Houston TX","29.7604","-95.3698","P004","12.081981","Apparel","Nike Dri-FIT Tee","25","C9F0F","DC003","OI2357","O1593","U1271","P004","2022-12-29","2022-12-28","","","19.9899998","","","","","","","","","","O1593","U1271","Shipped","F","2022-12-29","2022-12-28","",""
"","","","","P011","41.00499986","Apparel","Nike Dri-FIT Shorts","55","ECCBC","DC008","OI4658","O3169","U2531","P011","2021-04-25","2021-04-27","","","19.9899998","","","","","","","","","","O3169","U2531","Shipped","F","2021-04-25","2021-04-27","",""
"DC004","Los Angeles CA","34.05","-118.25","P006","30.66549992","Activewear","Nike Pro Tights","35","D3D94","DC004","OI8960","O6129","U4954","P006","2023-06-13","2023-06-14","","","19.9899998","","","","","","","","","","O6129","U4954","Shipped","F","2023-06-13","2023-06-14","",""
"DC007","Philadelphia PA","39.95","-75.1667","P010","57.13199991","Sneakers","Nike Court Royale","115","A87FF","DC007","OI11022","O7560","U6101","P010","2022-01-13","2022-01-14","","","19.9899998","","","","","","","","","","O7560","U6101","Shipped","F","2022-01-13","2022-01-14","",""
"","","","","P011","41.00499986","Apparel","Nike Dri-FIT Shorts","55","ECCBC","DC008","OI11715","O8059","U6478","P011","2020-11-28","2020-11-30","","","19.9899998","","","","","","","","","","O8059","U6478","Shipped","F","2020-11-28","2020-11-30","",""
"DC002","Chicago IL","41.8369","-87.6847","P002","52.35799987","Sneakers","Nike Air Force 1","90","E4DA3","DC002","OI12817","O8803","U7059","P002","2023-06-02","2023-06-04","","","19.9899998","","","","","","","","","","O8803","U7059","Shipped","F","2023-06-02","2023-06-04","",""
"DC003","Houston TX","29.7604","-95.3698","P004","12.081981","Apparel","Nike Dri-FIT Tee","25","C9F0F","DC003","OI14603","O10077","U8111","P004","2021-12-26","2021-12-29","","","19.9899998","","","","","","","","","","O10077","U8111","Shipped","F","2021-12-26","2021-12-29","",""
"DC004","Los Angeles CA","34.05","-118.25","P006","30.66549992","Activewear","Nike Pro Tights","35","D3D94","DC004","OI21583","O14852","U11921","P006","2022-08-24","2022-08-26","","","19.9899998","","","","","","","","","","O14852","U11921","Shipped","F","2022-08-24","2022-08-26","",""
"DC007","Philadelphia PA","39.95","-75.1667","P010","57.13199991","Sneakers","Nike Court Royale","115","A87FF","DC007","OI21656","O14901","U11960","P010","2019-12-04","2019-12-05","","","19.9899998","","","","","","","","","","O14901","U11960","Shipped","F","2019-12-04","2019-12-05","",""
"DC004","Los Angeles CA","34.05","-118.25","P006","30.66549992","Activewear","Nike Pro Tights","35","D3D94","DC004","OI22040","O15169","U12176","P006","2022-08-09","2022-08-08","","","19.9899998","","","","","","","","","","O15169","U12176","Shipped","F","2022-08-09","2022-08-08","",""
"DC004","Los Angeles CA","34.05","-118.25","P006","30.66549992","Activewear","Nike Pro Tights","35","D3D94","DC004","OI23232","O15968","U12793","P006","2023-04-24","2023-04-26","","","19.9899998","","","","","","","","","","O15968","U12793","Shipped","F","2023-04-24","2023-04-26","",""
"DC004","Los Angeles CA","34.05","-118.25","P006","30.66549992","Activewear","Nike Pro Tights","35","D3D94","DC004","OI25182","O17316","U13812","P006","2022-10-01","2022-10-02","","","19.9899998","","","","","","","","","","O17316","U13812","Shipped","F","2022-10-01","2022-10-02","",""
"DC007","Philadelphia PA","39.95","-75.1667","P010","57.13199991","Sneakers","Nike Court Royale","115","A87FF","DC007","OI28179","O19365","U15434","P010","2022-05-29","2022-06-01","","","19.9899998","","","","","","","","","","O19365","U15434","Shipped","F","2022-05-29","2022-06-01","",""
"DC005","New Orleans LA","29.95","-90.0667","P007","20.93499997","Accessories","Nike Sportswear","40","8F14E","DC005","OI29510","O20266","U16190","P007","2022-09-27","2022-09-28","","","19.9899998","","","","","","","","","","O20266","U16190","Shipped","F","2022-09-27","2022-09-28","",""
"DC004","Los Angeles CA","34.05","-118.25","P006","30.66549992","Activewear","Nike Pro Tights","35","D3D94","DC004","OI29878","O20531","U16393","P006","2020-03-14","2020-03-15","","","19.9899998","","","","","","","","","","O20531","U16393","Shipped","F","2020-03-14","2020-03-15","",""
"DC005","New Orleans LA","29.95","-90.0667","P008","48.86699984","Accessories","Nike Benassi","40","6512B","DC005","OI37838","O26024","U20697","P008","2023-03-22","2023-03-23","","","19.9899998","","","","","","","","","","O26024","U20697","Shipped","F","2023-03-22","2023-03-23","",""
"DC005","New Orleans LA","29.95","-90.0667","P007","20.93499997","Accessories","Nike Sportswear","40","8F14E","DC005","OI38330","O26369","U20963","P007","2023-06-02","2023-06-03","","","19.9899998","","","","","","","","","","O26369","U20963","Shipped","F","2023-06-02","2023-06-03","",""
"DC002","Chicago IL","41.8369","-87.6847","P002","52.35799987","Sneakers","Nike Air Force 1","90","E4DA3","DC002","OI42903","O29524","U23466","P002","2023-03-17","2023-03-18","","","19.9899998","","","","","","","","","","O29524","U23466","Shipped","F","2023-03-17","2023-03-18","",""
"DC004","Los Angeles CA","34.05","-118.25","P006","30.66549992","Activewear","Nike Pro Tights","35","D3D94","DC004","OI43393","O29853","U23743","P006","2021-11-16","2021-11-18","","","19.9899998","","","","","","","","","","O29853","U23743","Shipped","F","2021-11-16","2021-11-18","",""
"DC004","Los Angeles CA","34.05","-118.25","P006","30.66549992","Activewear","Nike Pro Tights","35","D3D94","DC004","OI43678","O30032","U23899","P006","2023-02-07","2023-02-09","","","19.9899998","","","","","","","","","","O30032","U23899","Shipped","F","2023-02-07","2023-02-09","",""
"DC003","Houston TX","29.7604","-95.3698","P004","12.081981","Apparel","Nike Dri-FIT Tee","25","C9F0F","DC003","OI45808","O31508","U25079","P004","2022-09-13","2022-09-13","","","19.9899998","","","","","","","","","","O31508","U25079","Shipped","F","2022-09-13","2022-09-13","",""
"DC003","Houston TX","29.7604","-95.3698","P004","12.081981","Apparel","Nike Dri-FIT Tee","25","C9F0F","DC003","OI46185","O31751","U25272","P004","2023-03-02","2023-03-04","","","19.9899998","","","","","","","","","","O31751","U25272","Shipped","F","2023-03-02","2023-03-04","",""
"DC007","Philadelphia PA","39.95","-75.1667","P010","57.13199991","Sneakers","Nike Court Royale","115","A87FF","DC007","OI49822","O34252","U27256","P010","2022-08-03","2022-08-03","","","19.9899998","","","","","","","","","","O34252","U27256","Shipped","F","2022-08-03","2022-08-03","",""
"","","","","P011","41.00499986","Apparel","Nike Dri-FIT Shorts","55","ECCBC","DC008","OI53693","O36889","U29372","P011","2021-08-30","2021-09-02","","","19.9899998","","","","","","","","","","O36889","U29372","Shipped","F","2021-08-30","2021-09-02","",""
"DC002","Chicago IL","41.8369","-87.6847","P002","52.35799987","Sneakers","Nike Air Force 1","90","E4DA3","DC002","OI58536","O40240","U32051","P002","2023-05-01","2023-05-01","","","19.9899998","","","","","","","","","","O40240","U32051","Shipped","F","2023-05-01","2023-05-01","",""
"DC005","New Orleans LA","29.95","-90.0667","P007","20.93499997","Accessories","Nike Sportswear","40","8F14E","DC005","OI60394","O41517","U33085","P007","2023-03-02","2023-03-03","","","19.9899998","","","","","","","","","","O41517","U33085","Shipped","F","2023-03-02","2023-03-03","",""
"DC002","Chicago IL","41.8369","-87.6847","P002","52.35799987","Sneakers","Nike Air Force 1","90","E4DA3","DC002","OI61952","O42592","U33971","P002","2023-06-30","2023-07-03","","","19.9899998","","","","","","","","","","O42592","U33971","Shipped","F","2023-06-30","2023-07-03","",""
"DC005","New Orleans LA","29.95","-90.0667","P007","20.93499997","Accessories","Nike Sportswear","40","8F14E","DC005","OI62314","O42849","U34191","P007","2022-12-15","2022-12-15","","","19.9899998","","","","","","","","","","O42849","U34191","Shipped","F","2022-12-15","2022-12-15","",""
"DC004","Los Angeles CA","34.05","-118.25","P006","30.66549992","Activewear","Nike Pro Tights","35","D3D94","DC004","OI67845","O46737","U37302","P006","2023-04-25","2023-04-23","","","19.9899998","","","","","","","","","","O46737","U37302","Shipped","F","2023-04-25","2023-04-23","",""
"DC004","Los Angeles CA","34.05","-118.25","P006","30.66549992","Activewear","Nike Pro Tights","35","D3D94","DC004","OI68078","O46904","U37450","P006","2023-03-02","2023-03-04","","","19.9899998","","","","","","","","","","O46904","U37450","Shipped","F","2023-03-02","2023-03-04","",""
"DC004","Los Angeles CA","34.05","-118.25","P006","30.66549992","Activewear","Nike Pro Tights","35","D3D94","DC004","OI68683","O47313","U37786","P006","2022-03-26","2022-03-26","","","19.9899998","","","","","","","","","","O47313","U37786","Shipped","F","2022-03-25","2022-03-26","",""
"DC003","Houston TX","29.7604","-95.3698","P004","12.081981","Apparel","Nike Dri-FIT Tee","25","C9F0F","DC003","OI69528","O47853","U38237","P004","2022-02-21","2022-02-18","","","19.9899998","","","","","","","","","","O47853","U38237","Shipped","F","2022-02-21","2022-02-18","",""
"","","","","P011","41.00499986","Apparel","Nike Dri-FIT Shorts","55","ECCBC","DC008","OI69753","O48009","U38370","P011","2022-10-27","2022-10-30","","","19.9899998","","","","","","","","","","O48009","U38370","Shipped","F","2022-10-27","2022-10-30","",""
"DC003","Houston TX","29.7604","-95.3698","P004","12.081981","Apparel","Nike Dri-FIT Tee","25","C9F0F","DC003","OI71199","O48995","U39149","P004","2023-05-27","2023-05-24","","","19.9899998","","","","","","","","","","O48995","U39149","Shipped","F","2023-05-27","2023-05-24","",""
"DC006","Mobile AL","30.6944","-88.0431","P009","8.935999662","Accessories","Nike Gym Sack","30","16790","DC006","OI72137","O49646","U39689","P009","2021-02-14","2021-02-17","","","19.9899998","","","","","","","","","","O49646","U39689","Shipped","F","2021-02-14","2021-02-17","",""
"","","","","P011","41.00499986","Apparel","Nike Dri-FIT Shorts","55","ECCBC","DC008","OI73916","O50875","U40638","P011","2021-08-11","2021-08-08","","","19.9899998","","","","","","","","","","O50875","U40638","Shipped","F","2021-08-11","2021-08-08","",""
"DC004","Los Angeles CA","34.05","-118.25","P006","30.66549992","Activewear","Nike Pro Tights","35","D3D94","DC004","OI74107","O51010","U40755","P006","2023-06-27","2023-06-25","","","19.9899998","","","","","","","","","","O51010","U40755","Shipped","F","2023-06-27","2023-06-25","",""
"DC003","Houston TX","29.7604","-95.3698","P005","16.62649992","Apparel","Nike Legend Tee","30","C81E7","DC003","OI74591","O51352","U41025","P005","2021-08-16","2021-08-14","","","19.9899998","","","","","","","","","","O51352","U41025","Shipped","F","2021-08-16","2021-08-14","",""
"DC003","Houston TX","29.7604","-95.3698","P004","12.081981","Apparel","Nike Dri-FIT Tee","25","C9F0F","DC003","OI78982","O54382","U43483","P004","2021-03-22","2021-03-24","","","19.9899998","","","","","","","","","","O54382","U43483","Shipped","F","2021-03-22","2021-03-24","",""
"DC003","Houston TX","29.7604","-95.3698","P004","12.081981","Apparel","Nike Dri-FIT Tee","25","C9F0F","DC003","OI80838","O55689","U44556","P004","2023-03-28","2023-03-31","","","19.9899998","","","","","","","","","","O55689","U44556","Shipped","F","2023-03-28","2023-03-31","",""
"DC004","Los Angeles CA","34.05","-118.25","P006","30.66549992","Activewear","Nike Pro Tights","35","D3D94","DC004","OI88047","O60736","U48651","P006","2023-04-03","2023-04-03","","","19.9899998","","","","","","","","","","O60736","U48651","Shipped","F","2023-04-05","2023-04-03","",""
"DC003","Houston TX","29.7604","-95.3698","P005","16.62649992","Apparel","Nike Legend Tee","30","C81E7","DC003","OI89049","O61440","U49217","P005","2023-03-28","2023-03-30","","","19.9899998","","","","","","","","","","O61440","U49217","Shipped","F","2023-03-28","2023-03-30","",""
"DC004","Los Angeles CA","34.05","-118.25","P006","30.66549992","Activewear","Nike Pro Tights","35","D3D94","DC004","OI90331","O62318","U49942","P006","2020-11-22","2020-11-25","","","19.9899998","","","","","","","","","","O62318","U49942","Shipped","F","2020-11-22","2020-11-25","",""
"","","","","P011","41.00499986","Apparel","Nike Dri-FIT Shorts","55","ECCBC","DC008","OI90629","O62513","U50086","P011","2022-07-24","2022-07-25","","","19.9899998","","","","","","","","","","O62513","U50086","Shipped","F","2022-07-24","2022-07-25","",""
"DC007","Philadelphia PA","39.95","-75.1667","P010","57.13199991","Sneakers","Nike Court Royale","115","A87FF","DC007","OI90852","O62662","U50197","P010","2022-12-28","2022-12-26","","","19.9899998","","","","","","","","","","O62662","U50197","Shipped","F","2022-12-28","2022-12-26","",""
"DC007","Philadelphia PA","39.95","-75.1667","P010","57.13199991","Sneakers","Nike Court Royale","115","A87FF","DC007","OI91733","O63275","U50671","P010","2023-01-29","2023-02-01","","","19.9899998","","","","","","","","","","O63275","U50671","Shipped","F","2023-01-29","2023-02-01","",""
"DC003","Houston TX","29.7604","-95.3698","P004","12.081981","Apparel","Nike Dri-FIT Tee","25","C9F0F","DC003","OI91820","O63332","U50709","P004","2023-03-04","2023-03-06","","","19.9899998","","","","","","","","","","O63332","U50709","Shipped","F","2023-03-04","2023-03-06","",""
"DC004","Los Angeles CA","34.05","-118.25","P006","30.66549992","Activewear","Nike Pro Tights","35","D3D94","DC004","OI93893","O64774","U51849","P006","2022-01-28","2022-01-29","","","19.9899998","","","","","","","","","","O64774","U51849","Shipped","F","2022-01-28","2022-01-29","",""
"DC003","Houston TX","29.7604","-95.3698","P005","16.62649992","Apparel","Nike Legend Tee","30","C81E7","DC003","OI96069","O66282","U53024","P005","2023-06-27","2023-06-27","","","19.9899998","","","","","","","","","","O66282","U53024","Shipped","F","2023-06-27","2023-06-27","",""
"DC005","New Orleans LA","29.95","-90.0667","P008","48.86699984","Accessories","Nike Benassi","40","6512B","DC005","OI102825","O70923","U56798","P008","2023-06-30","2023-07-02","","","19.9899998","","","","","","","","","","O70923","U56798","Shipped","F","2023-06-30","2023-07-02","",""
"","","","","P011","41.00499986","Apparel","Nike Dri-FIT Shorts","55","ECCBC","DC008","OI105775","O72986","U58438","P011","2023-03-03","2023-03-04","","","19.9899998","","","","","","","","","","O72986","U58438","Shipped","F","2023-03-03","2023-03-04","",""
"","","","","P011","41.00499986","Apparel","Nike Dri-FIT Shorts","55","ECCBC","DC008","OI108458","O74811","U59885","P011","2021-01-22","2021-01-24","","","19.9899998","","","","","","","","","","O74811","U59885","Shipped","F","2021-01-22","2021-01-24","",""
"DC004","Los Angeles CA","34.05","-118.25","P006","30.66549992","Activewear","Nike Pro Tights","35","D3D94","DC004","OI111301","O76767","U61439","P006","2020-06-23","2020-06-24","","","19.9899998","","","","","","","","","","O76767","U61439","Shipped","F","2020-06-23","2020-06-24","",""
"DC003","Houston TX","29.7604","-95.3698","P004","12.081981","Apparel","Nike Dri-FIT Tee","25","C9F0F","DC003","OI112647","O77715","U62153","P004","2023-06-17","2023-06-19","","","19.9899998","","","","","","","","","","O77715","U62153","Shipped","F","2023-06-17","2023-06-19","",""
"DC003","Houston TX","29.7604","-95.3698","P004","12.081981","Apparel","Nike Dri-FIT Tee","25","C9F0F","DC003","OI113990","O78630","U62856","P004","2023-06-03","2023-06-02","","","19.9899998","","","","","","","","","","O78630","U62856","Shipped","F","2023-06-03","2023-06-02","",""
"DC004","Los Angeles CA","34.05","-118.25","P006","30.66549992","Activewear","Nike Pro Tights","35","D3D94","DC004","OI116964","O80694","U64483","P006","2022-01-14","2022-01-15","","","19.9899998","","","","","","","","","","O80694","U64483","Shipped","F","2022-01-14","2022-01-15","",""
"DC005","New Orleans LA","29.95","-90.0667","P007","20.93499997","Accessories","Nike Sportswear","40","8F14E","DC005","OI121794","O84037","U67128","P007","2022-10-01","2022-10-01","","","19.9899998","","","","","","","","","","O84037","U67128","Shipped","F","2022-10-01","2022-10-01","",""
"DC004","Los Angeles CA","34.05","-118.25","P006","30.66549992","Activewear","Nike Pro Tights","35","D3D94","DC004","OI123761","O85368","U68271","P006","2021-07-22","2021-07-24","","","19.9899998","","","","","","","","","","O85368","U68271","Shipped","F","2021-07-22","2021-07-24","",""
"DC005","New Orleans LA","29.95","-90.0667","P007","20.93499997","Accessories","Nike Sportswear","40","8F14E","DC005","OI126201","O87055","U69682","P007","2021-06-29","2021-07-01","","","19.9899998","","","","","","","","","","O87055","U69682","Shipped","F","2021-06-29","2021-07-01","",""
"DC007","Philadelphia PA","39.95","-75.1667","P010","57.13199991","Sneakers","Nike Court Royale","115","A87FF","DC007","OI127831","O88182","U70597","P010","2022-05-04","2022-05-02","","","19.9899998","","","","","","","","","","O88182","U70597","Shipped","F","2022-05-04","2022-05-02","",""
"DC002","Chicago IL","41.8369","-87.6847","P003","27.91799985","Sneakers","Nike Tanjun","65","45C48","DC002","OI131154","O90480","U72402","P003","2023-04-16","2023-04-14","","","19.9899998","","","","","","","","","","O90480","U72402","Shipped","F","2023-04-16","2023-04-14","",""
"DC004","Los Angeles CA","34.05","-118.25","P006","30.66549992","Activewear","Nike Pro Tights","35","D3D94","DC004","OI135741","O93631","U74974","P006","2022-01-06","2022-01-07","","","19.9899998","","","","","","","","","","O93631","U74974","Shipped","F","2022-01-06","2022-01-07","",""
"DC002","Chicago IL","41.8369","-87.6847","P002","52.35799987","Sneakers","Nike Air Force 1","90","E4DA3","DC002","OI136127","O93906","U75189","P002","2022-02-10","2022-02-09","","","19.9899998","","","","","","","","","","O93906","U75189","Shipped","F","2022-02-10","2022-02-09","",""
"DC005","New Orleans LA","29.95","-90.0667","P007","20.93499997","Accessories","Nike Sportswear","40","8F14E","DC005","OI143035","O98599","U78939","P007","2020-05-25","2020-05-26","","","19.9899998","","","","","","","","","","O98599","U78939","Shipped","F","2020-05-25","2020-05-26","",""
"DC007","Philadelphia PA","39.95","-75.1667","P010","57.13199991","Sneakers","Nike Court Royale","115","A87FF","DC007","OI146305","O100850","U80744","P010","2020-01-09","2020-01-11","","","19.9899998","","","","","","","","","","O100850","U80744","Shipped","F","2020-01-09","2020-01-11","",""
"DC003","Houston TX","29.7604","-95.3698","P005","16.62649992","Apparel","Nike Legend Tee","30","C81E7","DC003","OI149719","O103191","U82591","P005","2023-01-26","2023-01-29","","","19.9899998","","","","","","","","","","O103191","U82591","Shipped","F","2023-01-26","2023-01-29","",""
"DC003","Houston TX","29.7604","-95.3698","P004","12.081981","Apparel","Nike Dri-FIT Tee","25","C9F0F","DC003","OI152105","O104801","U83875","P004","2023-05-30","2023-05-29","","","19.9899998","","","","","","","","","","O104801","U83875","Shipped","F","2023-05-30","2023-05-29","",""
"DC002","Chicago IL","41.8369","-87.6847","P002","52.35799987","Sneakers","Nike Air Force 1","90","E4DA3","DC002","OI152539","O105096","U84106","P002","2020-08-05","2020-08-07","","","19.9899998","","","","","","","","","","O105096","U84106","Shipped","F","2020-08-05","2020-08-07","",""
"DC005","New Orleans LA","29.95","-90.0667","P007","20.93499997","Accessories","Nike Sportswear","40","8F14E","DC005","OI152916","O105357","U84316","P007","2019-10-08","2019-10-08","","","19.9899998","","","","","","","","","","O105357","U84316","Shipped","F","2019-10-08","2019-10-08","",""
"DC006","Mobile AL","30.6944","-88.0431","P009","8.935999662","Accessories","Nike Gym Sack","30","16790","DC006","OI155278","O106978","U85621","P009","2023-06-02","2023-06-05","","","19.9899998","","","","","","","","","","O106978","U85621","Shipped","F","2023-06-02","2023-06-05","",""
"DC002","Chicago IL","41.8369","-87.6847","P002","52.35799987","Sneakers","Nike Air Force 1","90","E4DA3","DC002","OI156390","O107754","U86226","P002","2020-05-09","2020-05-08","","","19.9899998","","","","","","","","","","O107754","U86226","Shipped","F","2020-05-09","2020-05-08","",""
"DC002","Chicago IL","41.8369","-87.6847","P003","27.91799985","Sneakers","Nike Tanjun","65","45C48","DC002","OI163079","O112401","U89918","P003","2023-01-16","2023-01-15","","","19.9899998","","","","","","","","","","O112401","U89918","Shipped","F","2023-01-17","2023-01-15","",""
"DC002","Chicago IL","41.8369","-87.6847","P003","27.91799985","Sneakers","Nike Tanjun","65","45C48","DC002","OI164019","O113018","U90407","P003","2023-05-12","2023-05-14","","","19.9899998","","","","","","","","","","O113018","U90407","Shipped","F","2023-05-12","2023-05-14","",""
